"orderID","customerID","employeeID","orderDate","shippedDate","shipperID","freight","productID","unitPrice","quantity","discount","line_total"
10256,WELLI,3,"2013-07-15","2013-07-17",2,13.97,77,10.4,12,0.0,144.0
10257,HILAA,4,"2013-07-16","2013-07-22",3,81.91,27,35.1,25,0.0,625.0
10257,HILAA,4,"2013-07-16","2013-07-22",3,81.91,39,14.4,6,0.0,36.0
10257,HILAA,4,"2013-07-16","2013-07-22",3,81.91,77,10.4,15,0.0,225.0
10258,ERNSH,1,"2013-07-17","2013-07-23",1,140.51,2,15.2,50,0.2,2000.0
10258,ERNSH,1,"2013-07-17","2013-07-23",1,140.51,5,17.0,65,0.2,3380.0
10258,ERNSH,1,"2013-07-17","2013-07-23",1,140.51,32,25.6,6,0.2,29.0
10259,CENTC,4,"2013-07-18","2013-07-25",3,3.25,21,8.0,10,0.0,100.0
10259,CENTC,4,"2013-07-18","2013-07-25",3,3.25,37,20.8,1,0.0,1.0
10260,OTTIK,4,"2013-07-19","2013-07-29",1,55.09,41,7.7,16,0.25,192.0
10260,OTTIK,4,"2013-07-19","2013-07-29",1,55.09,57,15.6,50,0.0,2500.0
10260,OTTIK,4,"2013-07-19","2013-07-29",1,55.09,62,39.4,15,0.25,169.0
10260,OTTIK,4,"2013-07-19","2013-07-29",1,55.09,70,12.0,21,0.25,331.0
10261,QUEDE,4,"2013-07-19","2013-07-30",2,3.05,21,8.0,20,0.0,400.0
10261,QUEDE,4,"2013-07-19","2013-07-30",2,3.05,35,14.4,20,0.0,400.0
10262,RATTC,8,"2013-07-22","2013-07-25",3,48.29,5,17.0,12,0.2,115.0
10262,RATTC,8,"2013-07-22","2013-07-25",3,48.29,7,24.0,15,0.0,225.0
10262,RATTC,8,"2013-07-22","2013-07-25",3,48.29,56,30.4,2,0.0,4.0
10263,ERNSH,9,"2013-07-23","2013-07-31",3,146.06,16,13.9,60,0.25,2700.0
10263,ERNSH,9,"2013-07-23","2013-07-31",3,146.06,24,3.6,28,0.0,784.0
10263,ERNSH,9,"2013-07-23","2013-07-31",3,146.06,30,20.7,60,0.25,2700.0
10263,ERNSH,9,"2013-07-23","2013-07-31",3,146.06,74,8.0,36,0.25,972.0
10264,FOLKO,6,"2013-07-24","2013-08-23",3,3.67,2,15.2,35,0.0,1225.0
10264,FOLKO,6,"2013-07-24","2013-08-23",3,3.67,41,7.7,25,0.15,531.0
10265,BLONP,2,"2013-07-25","2013-08-12",1,55.28,17,31.2,30,0.0,900.0
10265,BLONP,2,"2013-07-25","2013-08-12",1,55.28,70,12.0,20,0.0,400.0
10266,WARTH,3,"2013-07-26","2013-07-31",3,25.73,12,30.4,12,0.05,137.0
10267,FRANK,4,"2013-07-29","2013-08-06",1,208.58,40,14.7,50,0.0,2500.0
10267,FRANK,4,"2013-07-29","2013-08-06",1,208.58,59,44.0,70,0.15,4165.0
10267,FRANK,4,"2013-07-29","2013-08-06",1,208.58,76,14.4,15,0.15,191.0
10268,GROSR,8,"2013-07-30","2013-08-02",3,66.29,29,99.0,10,0.0,100.0
10268,GROSR,8,"2013-07-30","2013-08-02",3,66.29,72,27.8,4,0.0,16.0
10269,WHITC,5,"2013-07-31","2013-08-09",1,4.56,33,2.0,60,0.05,3420.0
10269,WHITC,5,"2013-07-31","2013-08-09",1,4.56,72,27.8,20,0.05,380.0
10270,WARTH,1,"2013-08-01","2013-08-02",1,136.54,36,15.2,30,0.0,900.0
10270,WARTH,1,"2013-08-01","2013-08-02",1,136.54,43,36.8,25,0.0,625.0
10271,SPLIR,6,"2013-08-01","2013-08-30",2,4.54,33,2.0,24,0.0,576.0
10272,RATTC,6,"2013-08-02","2013-08-06",2,98.03,20,64.8,6,0.0,36.0
10272,RATTC,6,"2013-08-02","2013-08-06",2,98.03,31,10.0,40,0.0,1600.0
10272,RATTC,6,"2013-08-02","2013-08-06",2,98.03,72,27.8,24,0.0,576.0
10273,QUICK,3,"2013-08-05","2013-08-12",3,76.07,10,24.8,24,0.05,547.0
10273,QUICK,3,"2013-08-05","2013-08-12",3,76.07,31,10.0,15,0.05,214.0
10273,QUICK,3,"2013-08-05","2013-08-12",3,76.07,33,2.0,20,0.0,400.0
10273,QUICK,3,"2013-08-05","2013-08-12",3,76.07,40,14.7,60,0.05,3420.0
10273,QUICK,3,"2013-08-05","2013-08-12",3,76.07,76,14.4,33,0.05,1035.0
10274,VINET,6,"2013-08-06","2013-08-16",1,6.01,71,17.2,20,0.0,400.0
10274,VINET,6,"2013-08-06","2013-08-16",1,6.01,72,27.8,7,0.0,49.0
10275,MAGAA,1,"2013-08-07","2013-08-09",1,26.93,24,3.6,12,0.05,137.0
10275,MAGAA,1,"2013-08-07","2013-08-09",1,26.93,59,44.0,6,0.05,34.0
10276,TORTU,8,"2013-08-08","2013-08-14",3,13.84,10,24.8,15,0.0,225.0
10276,TORTU,8,"2013-08-08","2013-08-14",3,13.84,13,4.8,10,0.0,100.0
10277,MORGK,2,"2013-08-09","2013-08-13",3,125.77,28,36.4,20,0.0,400.0
10277,MORGK,2,"2013-08-09","2013-08-13",3,125.77,62,39.4,12,0.0,144.0
10278,BERGS,8,"2013-08-12","2013-08-16",2,92.69,44,15.5,16,0.0,256.0
10278,BERGS,8,"2013-08-12","2013-08-16",2,92.69,59,44.0,15,0.0,225.0
10278,BERGS,8,"2013-08-12","2013-08-16",2,92.69,63,35.1,8,0.0,64.0
10278,BERGS,8,"2013-08-12","2013-08-16",2,92.69,73,12.0,25,0.0,625.0
10279,LEHMS,8,"2013-08-13","2013-08-16",2,25.83,17,31.2,15,0.25,169.0
10280,BERGS,2,"2013-08-14","2013-09-12",1,8.98,24,3.6,12,0.0,144.0
10280,BERGS,2,"2013-08-14","2013-09-12",1,8.98,55,19.2,20,0.0,400.0
10280,BERGS,2,"2013-08-14","2013-09-12",1,8.98,75,6.2,30,0.0,900.0
10281,ROMEY,4,"2013-08-14","2013-08-21",1,2.94,19,7.3,1,0.0,1.0
10281,ROMEY,4,"2013-08-14","2013-08-21",1,2.94,24,3.6,6,0.0,36.0
10281,ROMEY,4,"2013-08-14","2013-08-21",1,2.94,35,14.4,4,0.0,16.0
10282,ROMEY,4,"2013-08-15","2013-08-21",1,12.69,30,20.7,6,0.0,36.0
10282,ROMEY,4,"2013-08-15","2013-08-21",1,12.69,57,15.6,2,0.0,4.0
10283,LILAS,3,"2013-08-16","2013-08-23",3,84.81,15,12.4,20,0.0,400.0
10283,LILAS,3,"2013-08-16","2013-08-23",3,84.81,19,7.3,18,0.0,324.0
10283,LILAS,3,"2013-08-16","2013-08-23",3,84.81,60,27.2,35,0.0,1225.0
10283,LILAS,3,"2013-08-16","2013-08-23",3,84.81,72,27.8,3,0.0,9.0
10284,LEHMS,4,"2013-08-19","2013-08-27",1,76.56,27,35.1,15,0.25,169.0
10284,LEHMS,4,"2013-08-19","2013-08-27",1,76.56,44,15.5,21,0.0,441.0
10284,LEHMS,4,"2013-08-19","2013-08-27",1,76.56,60,27.2,20,0.25,300.0
10284,LEHMS,4,"2013-08-19","2013-08-27",1,76.56,67,11.2,5,0.25,19.0
10285,QUICK,1,"2013-08-20","2013-08-26",2,76.83,1,14.4,45,0.2,1620.0
10285,QUICK,1,"2013-08-20","2013-08-26",2,76.83,40,14.7,40,0.2,1280.0
10285,QUICK,1,"2013-08-20","2013-08-26",2,76.83,53,26.2,36,0.2,1037.0
10286,QUICK,8,"2013-08-21","2013-08-30",3,229.24,35,14.4,100,0.0,10000.0
10286,QUICK,8,"2013-08-21","2013-08-30",3,229.24,62,39.4,40,0.0,1600.0
10287,RICAR,8,"2013-08-22","2013-08-28",3,12.76,16,13.9,40,0.15,1360.0
10287,RICAR,8,"2013-08-22","2013-08-28",3,12.76,34,11.2,20,0.0,400.0
10287,RICAR,8,"2013-08-22","2013-08-28",3,12.76,46,9.6,15,0.15,191.0
10288,REGGC,4,"2013-08-23","2013-09-03",1,7.45,54,5.9,10,0.1,90.0
10288,REGGC,4,"2013-08-23","2013-09-03",1,7.45,68,10.0,3,0.1,8.0
10289,BSBEV,7,"2013-08-26","2013-08-28",3,22.77,3,8.0,30,0.0,900.0
10289,BSBEV,7,"2013-08-26","2013-08-28",3,22.77,64,26.6,9,0.0,81.0
10290,COMMI,8,"2013-08-27","2013-09-03",1,79.7,5,17.0,20,0.0,400.0
10290,COMMI,8,"2013-08-27","2013-09-03",1,79.7,29,99.0,15,0.0,225.0
10290,COMMI,8,"2013-08-27","2013-09-03",1,79.7,49,16.0,15,0.0,225.0
10290,COMMI,8,"2013-08-27","2013-09-03",1,79.7,77,10.4,10,0.0,100.0
10291,QUEDE,6,"2013-08-27","2013-09-04",2,6.4,13,4.8,20,0.1,360.0
10291,QUEDE,6,"2013-08-27","2013-09-04",2,6.4,44,15.5,24,0.1,518.0
10291,QUEDE,6,"2013-08-27","2013-09-04",2,6.4,51,42.4,2,0.1,4.0
10292,TRADH,1,"2013-08-28","2013-09-02",2,1.35,20,64.8,20,0.0,400.0
10293,TORTU,1,"2013-08-29","2013-09-11",3,21.18,18,50.0,12,0.0,144.0
10293,TORTU,1,"2013-08-29","2013-09-11",3,21.18,24,3.6,10,0.0,100.0
10293,TORTU,1,"2013-08-29","2013-09-11",3,21.18,63,35.1,5,0.0,25.0
10293,TORTU,1,"2013-08-29","2013-09-11",3,21.18,75,6.2,6,0.0,36.0
10294,RATTC,4,"2013-08-30","2013-09-05",2,147.26,1,14.4,18,0.0,324.0
10294,RATTC,4,"2013-08-30","2013-09-05",2,147.26,17,31.2,15,0.0,225.0
10294,RATTC,4,"2013-08-30","2013-09-05",2,147.26,43,36.8,15,0.0,225.0
10294,RATTC,4,"2013-08-30","2013-09-05",2,147.26,60,27.2,21,0.0,441.0
10294,RATTC,4,"2013-08-30","2013-09-05",2,147.26,75,6.2,6,0.0,36.0
10295,VINET,2,"2013-09-02","2013-09-10",2,1.15,56,30.4,4,0.0,16.0
10296,LILAS,6,"2013-09-03","2013-09-11",1,0.12,11,16.8,12,0.0,144.0
10296,LILAS,6,"2013-09-03","2013-09-11",1,0.12,16,13.9,30,0.0,900.0
10296,LILAS,6,"2013-09-03","2013-09-11",1,0.12,69,28.8,15,0.0,225.0
10297,BLONP,5,"2013-09-04","2013-09-10",2,5.74,39,14.4,60,0.0,3600.0
10297,BLONP,5,"2013-09-04","2013-09-10",2,5.74,72,27.8,20,0.0,400.0
10298,HUNGO,6,"2013-09-05","2013-09-11",2,168.22,2,15.2,40,0.0,1600.0
10298,HUNGO,6,"2013-09-05","2013-09-11",2,168.22,36,15.2,40,0.25,1200.0
10298,HUNGO,6,"2013-09-05","2013-09-11",2,168.22,59,44.0,30,0.25,675.0
10298,HUNGO,6,"2013-09-05","2013-09-11",2,168.22,62,39.4,15,0.0,225.0
10299,RICAR,4,"2013-09-06","2013-09-13",2,29.76,19,7.3,15,0.0,225.0
10299,RICAR,4,"2013-09-06","2013-09-13",2,29.76,70,12.0,20,0.0,400.0
10300,MAGAA,2,"2013-09-09","2013-09-18",2,17.68,66,13.6,30,0.0,900.0
10300,MAGAA,2,"2013-09-09","2013-09-18",2,17.68,68,10.0,20,0.0,400.0
10301,WANDK,8,"2013-09-09","2013-09-17",2,45.08,40,14.7,10,0.0,100.0
10301,WANDK,8,"2013-09-09","2013-09-17",2,45.08,56,30.4,20,0.0,400.0
10302,SUPRD,4,"2013-09-10","2013-10-09",2,6.27,17,31.2,40,0.0,1600.0
10302,SUPRD,4,"2013-09-10","2013-10-09",2,6.27,28,36.4,28,0.0,784.0
10302,SUPRD,4,"2013-09-10","2013-10-09",2,6.27,43,36.8,12,0.0,144.0
10303,GODOS,7,"2013-09-11","2013-09-18",2,107.83,40,14.7,40,0.1,1440.0
10303,GODOS,7,"2013-09-11","2013-09-18",2,107.83,65,16.8,30,0.1,810.0
10303,GODOS,7,"2013-09-11","2013-09-18",2,107.83,68,10.0,15,0.1,203.0
10304,TORTU,1,"2013-09-12","2013-09-17",2,63.79,49,16.0,30,0.0,900.0
10304,TORTU,1,"2013-09-12","2013-09-17",2,63.79,59,44.0,10,0.0,100.0
10304,TORTU,1,"2013-09-12","2013-09-17",2,63.79,71,17.2,2,0.0,4.0
10305,OLDWO,8,"2013-09-13","2013-10-09",3,257.62,18,50.0,25,0.1,563.0
10305,OLDWO,8,"2013-09-13","2013-10-09",3,257.62,29,99.0,25,0.1,563.0
10305,OLDWO,8,"2013-09-13","2013-10-09",3,257.62,39,14.4,30,0.1,810.0
10306,ROMEY,1,"2013-09-16","2013-09-23",3,7.56,30,20.7,10,0.0,100.0
10306,ROMEY,1,"2013-09-16","2013-09-23",3,7.56,53,26.2,10,0.0,100.0
10306,ROMEY,1,"2013-09-16","2013-09-23",3,7.56,54,5.9,5,0.0,25.0
10307,LONEP,2,"2013-09-17","2013-09-25",2,0.56,62,39.4,10,0.0,100.0
10307,LONEP,2,"2013-09-17","2013-09-25",2,0.56,68,10.0,3,0.0,9.0
10308,ANATR,7,"2013-09-18","2013-09-24",3,1.61,69,28.8,1,0.0,1.0
10308,ANATR,7,"2013-09-18","2013-09-24",3,1.61,70,12.0,5,0.0,25.0
10309,HUNGO,3,"2013-09-19","2013-10-23",1,47.3,4,17.6,20,0.0,400.0
10309,HUNGO,3,"2013-09-19","2013-10-23",1,47.3,6,20.0,30,0.0,900.0
10309,HUNGO,3,"2013-09-19","2013-10-23",1,47.3,42,11.2,2,0.0,4.0
10309,HUNGO,3,"2013-09-19","2013-10-23",1,47.3,43,36.8,20,0.0,400.0
10309,HUNGO,3,"2013-09-19","2013-10-23",1,47.3,71,17.2,3,0.0,9.0
10310,THEBI,8,"2013-09-20","2013-09-27",2,17.52,16,13.9,10,0.0,100.0
10310,THEBI,8,"2013-09-20","2013-09-27",2,17.52,62,39.4,5,0.0,25.0
10311,DUMON,1,"2013-09-20","2013-09-26",3,24.69,42,11.2,6,0.0,36.0
10311,DUMON,1,"2013-09-20","2013-09-26",3,24.69,69,28.8,7,0.0,49.0
10312,WANDK,2,"2013-09-23","2013-10-03",2,40.26,28,36.4,4,0.0,16.0
10312,WANDK,2,"2013-09-23","2013-10-03",2,40.26,43,36.8,24,0.0,576.0
10312,WANDK,2,"2013-09-23","2013-10-03",2,40.26,53,26.2,20,0.0,400.0
10312,WANDK,2,"2013-09-23","2013-10-03",2,40.26,75,6.2,10,0.0,100.0
10313,QUICK,2,"2013-09-24","2013-10-04",2,1.96,36,15.2,12,0.0,144.0
10314,RATTC,1,"2013-09-25","2013-10-04",2,74.16,32,25.6,40,0.1,1440.0
10314,RATTC,1,"2013-09-25","2013-10-04",2,74.16,58,10.6,30,0.1,810.0
10314,RATTC,1,"2013-09-25","2013-10-04",2,74.16,62,39.4,25,0.1,563.0
10315,ISLAT,4,"2013-09-26","2013-10-03",2,41.76,34,11.2,14,0.0,196.0
10315,ISLAT,4,"2013-09-26","2013-10-03",2,41.76,70,12.0,30,0.0,900.0
10316,RATTC,1,"2013-09-27","2013-10-08",3,150.15,41,7.7,10,0.0,100.0
10316,RATTC,1,"2013-09-27","2013-10-08",3,150.15,62,39.4,70,0.0,4900.0
10317,LONEP,6,"2013-09-30","2013-10-10",1,12.69,1,14.4,20,0.0,400.0
10318,ISLAT,8,"2013-10-01","2013-10-04",2,4.73,41,7.7,20,0.0,400.0
10318,ISLAT,8,"2013-10-01","2013-10-04",2,4.73,76,14.4,6,0.0,36.0
10319,TORTU,7,"2013-10-02","2013-10-11",3,64.5,17,31.2,8,0.0,64.0
10319,TORTU,7,"2013-10-02","2013-10-11",3,64.5,28,36.4,14,0.0,196.0
10319,TORTU,7,"2013-10-02","2013-10-11",3,64.5,76,14.4,30,0.0,900.0
10320,WARTH,5,"2013-10-03","2013-10-18",3,34.57,71,17.2,30,0.0,900.0
10321,ISLAT,3,"2013-10-03","2013-10-11",2,3.43,35,14.4,10,0.0,100.0
10322,PERIC,7,"2013-10-04","2013-10-23",3,0.4,52,5.6,20,0.0,400.0
10323,KOENE,4,"2013-10-07","2013-10-14",1,4.88,15,12.4,5,0.0,25.0
10323,KOENE,4,"2013-10-07","2013-10-14",1,4.88,25,11.2,4,0.0,16.0
10323,KOENE,4,"2013-10-07","2013-10-14",1,4.88,39,14.4,4,0.0,16.0
10324,SAVEA,9,"2013-10-08","2013-10-10",1,214.27,16,13.9,21,0.15,375.0
10324,SAVEA,9,"2013-10-08","2013-10-10",1,214.27,35,14.4,70,0.15,4165.0
10324,SAVEA,9,"2013-10-08","2013-10-10",1,214.27,46,9.6,30,0.0,900.0
10324,SAVEA,9,"2013-10-08","2013-10-10",1,214.27,59,44.0,40,0.15,1360.0
10324,SAVEA,9,"2013-10-08","2013-10-10",1,214.27,63,35.1,80,0.15,5440.0
10325,KOENE,1,"2013-10-09","2013-10-14",3,64.86,6,20.0,6,0.0,36.0
10325,KOENE,1,"2013-10-09","2013-10-14",3,64.86,13,4.8,12,0.0,144.0
10325,KOENE,1,"2013-10-09","2013-10-14",3,64.86,14,18.6,9,0.0,81.0
10325,KOENE,1,"2013-10-09","2013-10-14",3,64.86,31,10.0,4,0.0,16.0
10325,KOENE,1,"2013-10-09","2013-10-14",3,64.86,72,27.8,40,0.0,1600.0
10326,BOLID,4,"2013-10-10","2013-10-14",2,77.92,4,17.6,24,0.0,576.0
10326,BOLID,4,"2013-10-10","2013-10-14",2,77.92,57,15.6,16,0.0,256.0
10326,BOLID,4,"2013-10-10","2013-10-14",2,77.92,75,6.2,50,0.0,2500.0
10327,FOLKO,2,"2013-10-11","2013-10-14",1,63.36,2,15.2,25,0.2,500.0
10327,FOLKO,2,"2013-10-11","2013-10-14",1,63.36,11,16.8,50,0.2,2000.0
10327,FOLKO,2,"2013-10-11","2013-10-14",1,63.36,30,20.7,35,0.2,980.0
10327,FOLKO,2,"2013-10-11","2013-10-14",1,63.36,58,10.6,30,0.2,720.0
10328,FURIB,4,"2013-10-14","2013-10-17",3,87.03,59,44.0,9,0.0,81.0
10328,FURIB,4,"2013-10-14","2013-10-17",3,87.03,65,16.8,40,0.0,1600.0
10328,FURIB,4,"2013-10-14","2013-10-17",3,87.03,68,10.0,10,0.0,100.0
10329,SPLIR,4,"2013-10-15","2013-10-23",2,191.67,19,7.3,10,0.05,95.0
10329,SPLIR,4,"2013-10-15","2013-10-23",2,191.67,30,20.7,8,0.05,61.0
10329,SPLIR,4,"2013-10-15","2013-10-23",2,191.67,38,210.8,20,0.05,380.0
10329,SPLIR,4,"2013-10-15","2013-10-23",2,191.67,56,30.4,12,0.05,137.0
10330,LILAS,3,"2013-10-16","2013-10-28",1,12.75,26,24.9,50,0.15,2125.0
10330,LILAS,3,"2013-10-16","2013-10-28",1,12.75,72,27.8,25,0.15,531.0
10331,BONAP,9,"2013-10-16","2013-10-21",1,10.19,54,5.9,15,0.0,225.0
10332,MEREP,3,"2013-10-17","2013-10-21",2,52.84,18,50.0,40,0.2,1280.0
10332,MEREP,3,"2013-10-17","2013-10-21",2,52.84,42,11.2,10,0.2,80.0
10332,MEREP,3,"2013-10-17","2013-10-21",2,52.84,47,7.6,16,0.2,205.0
10333,WARTH,5,"2013-10-18","2013-10-25",3,0.59,14,18.6,10,0.0,100.0
10333,WARTH,5,"2013-10-18","2013-10-25",3,0.59,21,8.0,10,0.1,90.0
10333,WARTH,5,"2013-10-18","2013-10-25",3,0.59,71,17.2,40,0.1,1440.0
10334,VICTE,8,"2013-10-21","2013-10-28",2,8.56,52,5.6,8,0.0,64.0
10334,VICTE,8,"2013-10-21","2013-10-28",2,8.56,68,10.0,10,0.0,100.0
10335,HUNGO,7,"2013-10-22","2013-10-24",2,42.11,2,15.2,7,0.2,39.0
10335,HUNGO,7,"2013-10-22","2013-10-24",2,42.11,31,10.0,25,0.2,500.0
10335,HUNGO,7,"2013-10-22","2013-10-24",2,42.11,32,25.6,6,0.2,29.0
10335,HUNGO,7,"2013-10-22","2013-10-24",2,42.11,51,42.4,48,0.2,1843.0
10336,PRINI,7,"2013-10-23","2013-10-25",2,15.51,4,17.6,18,0.1,292.0
10337,FRANK,4,"2013-10-24","2013-10-29",3,108.26,23,7.2,40,0.0,1600.0
10337,FRANK,4,"2013-10-24","2013-10-29",3,108.26,26,24.9,24,0.0,576.0
10337,FRANK,4,"2013-10-24","2013-10-29",3,108.26,36,15.2,20,0.0,400.0
10337,FRANK,4,"2013-10-24","2013-10-29",3,108.26,37,20.8,28,0.0,784.0
10337,FRANK,4,"2013-10-24","2013-10-29",3,108.26,72,27.8,25,0.0,625.0
10338,OLDWO,4,"2013-10-25","2013-10-29",3,84.21,17,31.2,20,0.0,400.0
10338,OLDWO,4,"2013-10-25","2013-10-29",3,84.21,30,20.7,15,0.0,225.0
10339,MEREP,2,"2013-10-28","2013-11-04",2,15.66,4,17.6,10,0.0,100.0
10339,MEREP,2,"2013-10-28","2013-11-04",2,15.66,17,31.2,70,0.05,4655.0
10339,MEREP,2,"2013-10-28","2013-11-04",2,15.66,62,39.4,28,0.0,784.0
10340,BONAP,1,"2013-10-29","2013-11-08",3,166.31,18,50.0,20,0.05,380.0
10340,BONAP,1,"2013-10-29","2013-11-08",3,166.31,41,7.7,12,0.05,137.0
10340,BONAP,1,"2013-10-29","2013-11-08",3,166.31,43,36.8,40,0.05,1520.0
10341,SIMOB,7,"2013-10-29","2013-11-05",3,26.78,33,2.0,8,0.0,64.0
10341,SIMOB,7,"2013-10-29","2013-11-05",3,26.78,59,44.0,9,0.15,69.0
10342,FRANK,4,"2013-10-30","2013-11-04",2,54.83,2,15.2,24,0.2,461.0
10342,FRANK,4,"2013-10-30","2013-11-04",2,54.83,31,10.0,56,0.2,2509.0
10342,FRANK,4,"2013-10-30","2013-11-04",2,54.83,36,15.2,40,0.2,1280.0
10342,FRANK,4,"2013-10-30","2013-11-04",2,54.83,55,19.2,40,0.2,1280.0
10343,LEHMS,4,"2013-10-31","2013-11-06",1,110.37,64,26.6,50,0.0,2500.0
10343,LEHMS,4,"2013-10-31","2013-11-06",1,110.37,68,10.0,4,0.05,15.0
10343,LEHMS,4,"2013-10-31","2013-11-06",1,110.37,76,14.4,15,0.0,225.0
10344,WHITC,4,"2013-11-01","2013-11-05",2,23.29,4,17.6,35,0.0,1225.0
10344,WHITC,4,"2013-11-01","2013-11-05",2,23.29,8,32.0,70,0.25,3675.0
10345,QUICK,2,"2013-11-04","2013-11-11",2,249.06,8,32.0,70,0.0,4900.0
10345,QUICK,2,"2013-11-04","2013-11-11",2,249.06,19,7.3,80,0.0,6400.0
10345,QUICK,2,"2013-11-04","2013-11-11",2,249.06,42,11.2,9,0.0,81.0
10346,RATTC,3,"2013-11-05","2013-11-08",3,142.08,17,31.2,36,0.1,1166.0
10346,RATTC,3,"2013-11-05","2013-11-08",3,142.08,56,30.4,20,0.0,400.0
10347,FAMIA,4,"2013-11-06","2013-11-08",3,3.1,25,11.2,10,0.0,100.0
10347,FAMIA,4,"2013-11-06","2013-11-08",3,3.1,39,14.4,50,0.15,2125.0
10347,FAMIA,4,"2013-11-06","2013-11-08",3,3.1,40,14.7,4,0.0,16.0
10347,FAMIA,4,"2013-11-06","2013-11-08",3,3.1,75,6.2,6,0.15,31.0
10348,WANDK,4,"2013-11-07","2013-11-15",2,0.78,1,14.4,15,0.15,191.0
10348,WANDK,4,"2013-11-07","2013-11-15",2,0.78,23,7.2,25,0.0,625.0
10349,SPLIR,7,"2013-11-08","2013-11-15",1,8.63,54,5.9,24,0.0,576.0
10350,LAMAI,6,"2013-11-11","2013-12-03",2,64.19,50,13.0,15,0.1,203.0
10350,LAMAI,6,"2013-11-11","2013-12-03",2,64.19,69,28.8,18,0.1,292.0
10351,ERNSH,1,"2013-11-11","2013-11-20",1,162.33,38,210.8,20,0.05,380.0
10351,ERNSH,1,"2013-11-11","2013-11-20",1,162.33,41,7.7,13,0.0,169.0
10351,ERNSH,1,"2013-11-11","2013-11-20",1,162.33,44,15.5,77,0.05,5633.0
10351,ERNSH,1,"2013-11-11","2013-11-20",1,162.33,65,16.8,10,0.05,95.0
10352,FURIB,3,"2013-11-12","2013-11-18",3,1.3,24,3.6,10,0.0,100.0
10352,FURIB,3,"2013-11-12","2013-11-18",3,1.3,54,5.9,20,0.15,340.0
10353,PICCO,7,"2013-11-13","2013-11-25",3,360.63,11,16.8,12,0.2,115.0
10353,PICCO,7,"2013-11-13","2013-11-25",3,360.63,38,210.8,50,0.2,2000.0
10354,PERIC,8,"2013-11-14","2013-11-20",3,53.8,1,14.4,12,0.0,144.0
10354,PERIC,8,"2013-11-14","2013-11-20",3,53.8,29,99.0,4,0.0,16.0
10355,AROUT,6,"2013-11-15","2013-11-20",1,41.95,24,3.6,25,0.0,625.0
10355,AROUT,6,"2013-11-15","2013-11-20",1,41.95,57,15.6,25,0.0,625.0
10356,WANDK,6,"2013-11-18","2013-11-27",2,36.71,31,10.0,30,0.0,900.0
10356,WANDK,6,"2013-11-18","2013-11-27",2,36.71,55,19.2,12,0.0,144.0
10356,WANDK,6,"2013-11-18","2013-11-27",2,36.71,69,28.8,20,0.0,400.0
10357,LILAS,1,"2013-11-19","2013-12-02",3,34.88,10,24.8,30,0.2,720.0
10357,LILAS,1,"2013-11-19","2013-12-02",3,34.88,26,24.9,16,0.0,256.0
10357,LILAS,1,"2013-11-19","2013-12-02",3,34.88,60,27.2,8,0.2,51.0
